#,number_of_header_lines:,69,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,USE,OF,ESRL,GMD,DATA,****************,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,These,data,are,made,freely,available,to,the,public,and,the,,,,,,,,,,,,,,
#,comment:,scientific,community,in,the,belief,that,their,wide,dissemination,,,,,,,,,,,,,,,,
#,comment:,will,lead,to,greater,understanding,and,new,scientific,insights.,,,,,,,,,,,,,,,,
#,comment:,The,availability,of,these,data,does,not,constitute,publication,,,,,,,,,,,,,,,,
#,comment:,of,the,data.,NOAA,relies,on,the,ethics,and,integrity,of,the,user,to,,,,,,,,,,,
#,comment:,ensure,that,GML,receives,fair,credit,for,their,work.,If,the,data,,,,,,,,,,,,,
#,comment:,are,obtained,for,potential,use,in,a,publication,or,"presentation,",,,,,,,,,,,,,,,
#,comment:,GML,should,be,informed,at,the,outset,of,the,nature,of,this,work.,,,,,,,,,,,,
#,comment:,If,the,GML,data,are,essential,to,the,"work,",or,if,an,important,,,,,,,,,,,,
#,comment:,result,or,conclusion,depends,on,the,GML,"data,",co-authorship,,,,,,,,,,,,,,,,
#,comment:,may,be,appropriate.,This,should,be,discussed,at,an,early,stage,in,,,,,,,,,,,,,
#,comment:,the,work.,Manuscripts,using,the,GML,data,should,be,sent,to,GML,,,,,,,,,,,,,
#,comment:,for,review,before,they,are,submitted,for,publication,so,we,can,,,,,,,,,,,,,,
#,comment:,ensure,that,the,quality,and,limitations,of,the,data,are,accurately,,,,,,,,,,,,,,
#,comment:,represented.,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Every,effort,is,made,to,produce,the,most,accurate,and,precise,,,,,,,,,,,,,,
#,comment:,measurements,possible.,"However,",we,reserve,the,right,to,make,,,,,,,,,,,,,,,,
#,comment:,corrections,to,the,data,based,on,recalibration,of,standard,gases,,,,,,,,,,,,,,,
#,comment:,or,for,other,reasons,deemed,scientifically,justified.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,We,are,not,responsible,for,results,and,conclusions,based,on,use,,,,,,,,,,,,,,
#,comment:,of,these,data,without,regard,to,this,warning.,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,contact_parameter:,CO2,CCGG,(Individual,Flasks),,,,,,,,,,,,,,,,,,,,,
#,contact_name:,Ed,Dlugokencky,,,,,,,,,,,,,,,,,,,,,,,
#,contact_telephone:,-303,497-6228,,,,,,,,,,,,,,,,,,,,,,,
#,contact_email:,Ed.Dlugokencky@noaa.gov,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,COLLABORATORS,***************,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,NOAA,thanks,the,following,collaborators,without,,,,,,,,,,,,,,,,,,,
#,comment:,whom,these,measurements,would,not,be,possible.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_name:,Instituto,Nacional,de,Meteorologia,e,Geofisica,,,,,,,,,,,,,,,,,,,
#,collaborator_name:,[INMG],,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,RECIPROCITY,AGREEMENT,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Use,of,these,data,implies,an,agreement,to,reciprocate.,,,,,,,,,,,,,,,,
#,comment:,Laboratories,making,similar,measurements,agree,to,make,their,,,,,,,,,,,,,,,,,
#,comment:,own,data,available,to,the,general,public,and,to,the,scientific,,,,,,,,,,,,,,
#,comment:,community,in,an,equally,complete,and,easily,accessible,form.,,,,,,,,,,,,,,,,
#,comment:,Modelers,are,encouraged,to,make,available,to,the,"community,",,,,,,,,,,,,,,,,
#,comment:,upon,"request,",their,own,tools,used,in,the,interpretation,,,,,,,,,,,,,,,,
#,comment:,of,the,GML,"data,",namely,well,documented,model,"code,",transport,,,,,,,,,,,,,,,
#,comment:,"fields,",and,additional,information,necessary,for,other,,,,,,,,,,,,,,,,,,
#,comment:,scientists,to,repeat,the,work,and,to,run,modified,versions.,,,,,,,,,,,,,,,
#,comment:,Model,availability,includes,collaborative,support,for,new,,,,,,,,,,,,,,,,,,
#,comment:,users,of,the,models.,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DESCRIPTION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,description_site-code:,azr,,,,,,,,,,,,,,,,,,,,,,,,
#,description_project-abbr:,ccg_surface,,,,,,,,,,,,,,,,,,,,,,,,
#,description_strategy-abbr:,flask,,,,,,,,,,,,,,,,,,,,,,,,
#,description_sample-constraints:,"me:-H~date:1900-01-01,2019-12-31",,,,,,,,,,,,,,,,,,,,,,,,
#,description_creation-time:,7/24/20,10:59:11,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DOCUMENTATION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Please,refer,to,the,species-specific,README,file,in,the,,,,,,,,,,,,,,,,
#,comment:,appropriate,directory,folder,at,ftp://aftp.cmdl.noaa.gov/data/trace_gases/.,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,data_fields:,,,,,,,,,,,,,,,,,,,,,,,,,
sample_site_code,sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,parameter_formula,analysis_group_abbr,analysis_value,analysis_uncertainty,analysis_flag,analysis_instrument,analysis_year,analysis_month,analysis_day,analysis_hour,analysis_minute,analysis_seconds,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number
AZR,1995,7,28,11,5,0,1301-91,P,co2,CCGG,353.33,0.12,...,S1,1995,8,24,11,28,0,38.77,-27.38,24,19,5,13400
AZR,1995,7,28,11,5,0,1302-91,P,co2,CCGG,353.27,0.12,...,S1,1995,8,24,11,30,0,38.77,-27.38,24,19,5,13401
AZR,1995,9,5,11,0,0,675-91,P,co2,CCGG,354.27,0.12,...,S1,1995,10,10,10,52,0,38.77,-27.38,24,19,5,13402
AZR,1995,9,5,11,0,0,676-91,P,co2,CCGG,354.13,0.12,...,S1,1995,10,10,10,54,0,38.77,-27.38,24,19,5,13403
AZR,1995,9,12,10,45,0,195-91,P,co2,CCGG,354.52,0.12,...,S1,1995,10,10,10,56,0,38.77,-27.38,24,19,5,13404
AZR,1995,9,12,10,45,0,196-91,P,co2,CCGG,354.46,0.12,...,S1,1995,10,10,10,58,0,38.77,-27.38,24,19,5,13405
AZR,1995,9,19,11,0,0,363-91,P,co2,CCGG,356,0.12,...,S1,1995,10,13,14,44,0,38.77,-27.38,24,19,5,13406
AZR,1995,9,19,11,0,0,364-91,P,co2,CCGG,355.96,0.12,...,S1,1995,10,13,14,46,0,38.77,-27.38,24,19,5,13407
AZR,1995,9,26,11,37,0,111-91,P,co2,CCGG,355.78,0.12,...,S1,1995,10,13,15,16,0,38.77,-27.38,24,19,5,13408
AZR,1995,9,26,11,37,0,112-91,P,co2,CCGG,355.49,0.12,...,S1,1995,10,13,15,18,0,38.77,-27.38,24,19,5,13409
AZR,1995,10,3,11,50,0,205-91,P,co2,CCGG,356.8,0.12,...,S1,1995,11,8,11,52,0,38.77,-27.38,24,19,5,13410
AZR,1995,10,3,11,50,0,206-91,P,co2,CCGG,356.87,0.12,...,S1,1995,11,8,11,54,0,38.77,-27.38,24,19,5,13411
AZR,1995,10,10,11,45,0,669-91,P,co2,CCGG,357.52,0.12,...,S1,1995,11,14,9,32,0,38.77,-27.38,24,19,5,13412
AZR,1995,10,10,11,45,0,670-91,P,co2,CCGG,357.49,0.12,...,S1,1995,11,14,9,34,0,38.77,-27.38,24,19,5,13413
AZR,1995,10,17,11,40,0,231-91,P,co2,CCGG,357.97,0.12,...,S1,1995,11,8,10,56,0,38.77,-27.38,24,19,5,13414
AZR,1995,10,17,11,40,0,232-91,P,co2,CCGG,357.96,0.12,...,S1,1995,11,8,10,58,0,38.77,-27.38,24,19,5,13415
AZR,1995,10,24,11,25,0,295-91,P,co2,CCGG,358.9,0.12,...,S1,1996,2,13,8,52,0,38.77,-27.38,24,19,5,13416
AZR,1995,10,24,11,25,0,296-91,P,co2,CCGG,358.8,0.12,...,S1,1996,2,13,8,54,0,38.77,-27.38,24,19,5,13417
AZR,1995,10,31,11,55,0,763-91,P,co2,CCGG,360.83,0.12,...,S1,1996,2,13,8,48,0,38.77,-27.38,24,19,5,13418
AZR,1995,10,31,11,55,0,764-91,P,co2,CCGG,360.71,0.12,...,S1,1996,2,13,8,50,0,38.77,-27.38,24,19,5,13419
AZR,1995,11,8,11,35,0,67-91,P,co2,CCGG,360.46,0.12,...,S1,1996,1,22,12,24,0,38.77,-27.38,24,19,5,13420
AZR,1995,11,8,11,35,0,68-91,P,co2,CCGG,360.35,0.12,...,S1,1996,1,22,12,26,0,38.77,-27.38,24,19,5,13421
AZR,1995,11,14,11,42,0,313-91,P,co2,CCGG,362.44,0.12,...,S1,1996,1,22,12,28,0,38.77,-27.38,24,19,5,13422
AZR,1995,11,14,11,42,0,314-91,P,co2,CCGG,362.5,0.12,...,S1,1996,1,22,12,30,0,38.77,-27.38,24,19,5,13423
AZR,1995,11,21,11,30,0,15-91,P,co2,CCGG,362.01,0.12,...,S1,1996,1,22,11,56,0,38.77,-27.38,24,19,5,13424
AZR,1995,11,21,11,30,0,16-91,P,co2,CCGG,362.04,0.12,...,S1,1996,1,22,11,58,0,38.77,-27.38,24,19,5,13425
AZR,1995,11,28,11,37,0,Jul-91,P,co2,CCGG,362.77,0.12,...,S1,1996,2,1,9,44,0,38.77,-27.38,24,19,5,13426
AZR,1995,11,28,11,37,0,Aug-91,P,co2,CCGG,362.93,0.12,...,S1,1996,2,1,9,46,0,38.77,-27.38,24,19,5,13427
AZR,1995,12,5,12,7,0,617-91,P,co2,CCGG,365.65,0.12,...,S1,1996,2,1,9,48,0,38.77,-27.38,24,19,5,13428
AZR,1995,12,5,12,7,0,618-91,P,co2,CCGG,365.5,0.12,...,S1,1996,2,1,9,50,0,38.77,-27.38,24,19,5,13429
AZR,1995,12,12,15,50,0,345-91,P,co2,CCGG,362.62,0.12,...,S1,1996,1,22,11,52,0,38.77,-27.38,24,19,5,13430
AZR,1995,12,12,15,50,0,346-91,P,co2,CCGG,362.51,0.12,...,S1,1996,1,22,11,54,0,38.77,-27.38,24,19,5,13431
AZR,1995,12,19,11,40,0,335-91,P,co2,CCGG,361.77,0.12,...,S1,1996,1,22,11,40,0,38.77,-27.38,24,19,5,13432
AZR,1995,12,19,11,40,0,336-91,P,co2,CCGG,361.66,0.12,...,S1,1996,1,22,11,42,0,38.77,-27.38,24,19,5,13433
AZR,1995,12,27,12,10,0,653-91,P,co2,CCGG,363.66,0.12,...,S1,1996,1,22,12,8,0,38.77,-27.38,24,19,5,13434
AZR,1995,12,27,12,10,0,654-91,P,co2,CCGG,363.51,0.12,...,S1,1996,1,22,12,10,0,38.77,-27.38,24,19,5,13435
AZR,1996,1,3,11,50,0,821-91,P,co2,CCGG,393.64,0.12,+..,S1,1996,1,22,12,12,0,38.77,-27.38,24,19,5,13436
AZR,1996,1,3,11,50,0,822-91,P,co2,CCGG,364.02,0.12,-..,S1,1996,1,22,12,14,0,38.77,-27.38,24,19,5,13437
AZR,1996,2,22,11,40,0,689-91,P,co2,CCGG,364.24,0.12,...,S1,1996,4,15,8,52,0,38.77,-27.38,24,19,5,13438
AZR,1996,2,22,11,40,0,690-91,P,co2,CCGG,364.2,0.12,...,S1,1996,4,15,8,54,0,38.77,-27.38,24,19,5,13439
AZR,1996,2,28,11,45,0,317-91,P,co2,CCGG,364.01,0.12,...,S1,1996,4,15,8,44,0,38.77,-27.38,24,19,5,13440
AZR,1996,2,28,11,45,0,318-91,P,co2,CCGG,363.9,0.12,...,S1,1996,4,15,8,46,0,38.77,-27.38,24,19,5,13441
AZR,1996,3,5,11,10,0,539-91,P,co2,CCGG,365.16,0.12,...,S1,1996,4,10,10,52,0,38.77,-27.38,24,19,5,13442
AZR,1996,3,5,11,10,0,540-91,P,co2,CCGG,365.15,0.12,...,S1,1996,4,10,10,54,0,38.77,-27.38,24,19,5,13443
AZR,1996,3,12,11,50,0,1497-91,P,co2,CCGG,365.87,0.12,...,S1,1996,4,10,10,48,0,38.77,-27.38,24,19,5,13444
AZR,1996,3,12,11,50,0,1498-91,P,co2,CCGG,365.81,0.12,...,S1,1996,4,10,10,50,0,38.77,-27.38,24,19,5,13445
AZR,1996,3,19,12,14,0,579-91,P,co2,CCGG,364.81,0.12,...,S1,1996,4,25,8,16,0,38.77,-27.38,24,19,5,13446
AZR,1996,3,19,12,14,0,580-91,P,co2,CCGG,364.88,0.12,...,S1,1996,4,25,8,18,0,38.77,-27.38,24,19,5,13447
AZR,1996,3,26,11,45,0,33-91,P,co2,CCGG,359.5,0.12,-..,S1,1996,4,25,8,20,0,38.77,-27.38,24,19,5,13448
AZR,1996,3,26,11,45,0,34-91,P,co2,CCGG,364.35,0.12,+..,S1,1996,4,25,8,22,0,38.77,-27.38,24,19,5,13449
AZR,1996,4,3,11,17,0,607-91,P,co2,CCGG,366.68,0.12,...,S1,1996,4,25,8,28,0,38.77,-27.38,24,19,5,13450
AZR,1996,4,3,11,17,0,608-91,P,co2,CCGG,366.6,0.12,...,S1,1996,4,25,8,30,0,38.77,-27.38,24,19,5,13451
AZR,1996,4,10,10,10,0,335-91,P,co2,CCGG,365.64,0.12,...,S1,1996,4,25,8,24,0,38.77,-27.38,24,19,5,13452
AZR,1996,4,10,10,10,0,336-91,P,co2,CCGG,365.49,0.12,...,S1,1996,4,25,8,26,0,38.77,-27.38,24,19,5,13453
AZR,1996,4,16,10,25,0,1509-91,P,co2,CCGG,367.06,0.12,...,S1,1996,5,23,9,44,0,38.77,-27.38,24,19,5,13454
AZR,1996,4,16,10,25,0,1510-91,P,co2,CCGG,366.96,0.12,...,S1,1996,5,23,9,46,0,38.77,-27.38,24,19,5,13455
AZR,1996,4,23,10,27,0,1821-91,P,co2,CCGG,366,0.12,...,S1,1996,5,23,9,56,0,38.77,-27.38,24,19,5,13456
AZR,1996,4,23,10,27,0,1822-91,P,co2,CCGG,366.09,0.12,...,S1,1996,5,23,9,58,0,38.77,-27.38,24,19,5,13457
AZR,1996,4,30,10,15,0,185-91,P,co2,CCGG,371.36,0.12,-..,S1,1996,5,23,10,4,0,38.77,-27.38,24,19,5,13458
AZR,1996,4,30,10,15,0,186-91,P,co2,CCGG,372.97,0.12,+..,S1,1996,5,23,10,6,0,38.77,-27.38,24,19,5,13459
AZR,1996,5,7,10,54,0,649-91,P,co2,CCGG,366.49,0.12,...,S1,1996,5,23,10,16,0,38.77,-27.38,24,19,5,13460
